source,target
"Folk Rock, Indie Rock","Alternative Rock, Indie Rock, Pop"
"Folk Rock, Indie Rock","Pop, K-Pop"
"Folk Rock, Indie Rock","K-Pop, Pop"
"Folk Rock, Indie Rock","Alternative rock, indie rock"
"Folk Rock, Indie Rock","Pop Rock, Indie Pop"
"Folk Rock, Indie Rock","K-Pop, R&B, Pop"
"Folk Rock, Indie Rock","Pop, Indie"
"Folk Rock, Indie Rock","Country Pop, Indie Pop"
"Folk Rock, Indie Rock","Pop, Indie Pop"
"Folk Rock, Indie Rock","Rock, Indie Pop"
"Folk Rock, Indie Rock","Indie Rock, Indie Pop"
"Folk Rock, Indie Rock","Alternative Rock, Indie Pop, Indie Rock"
"Folk Rock, Indie Rock",Indie pop/rock
"Folk Rock, Indie Rock","Pop, Pop Punk"
"Folk Rock, Indie Rock","Rock, Indie Rock"
"Folk Rock, Indie Rock","Alternative, rock, indie"
"Folk Rock, Indie Rock",Indie pop-rock
"Folk Rock, Indie Rock","Pop, K-pop, R&B"
"Folk Rock, Indie Rock","Indie, Alternative"
"Folk Rock, Indie Rock","Pop, Indie-Rock"
"Folk Rock, Indie Rock","K-pop, Pop Punk"
Folk rock,"Folk, Rock"
Folk rock,"Theater, Folk-Rock"
jazz,"R&B, Jazz"
jazz,"Jazz, R&B"
"Blues, Funk","Blues, R&B, Funk"
"Blues, Soul, R&B","Blues, Soul"
"Indie Pop, R&B","Indie, Pop, R&B"
"Indie Pop, R&B",Indie Pop
"Indie Pop, R&B",indie pop
"Heavy Metal, Thrash Metal","Thrash, Metal"
"Heavy Metal, Thrash Metal",Thrash Metal
"Heavy Metal, Thrash Metal","Heavy metal, Thrash"
Drag Performance,"Drag, Performance"
Drag Performance,"Disco, Drag Performance"
"Alternative R&B, jazz, soul, house, dream pop","Alternative R&B, Jazz, Soul, House, Dream Pop"
"Indie rock, Emo","Indie Rock, Emo, Alt Rock"
"Folk-punk, Indie-pop","Punk, Indie Pop"
"Shoegaze, Alternative Rock","Shoegaze, alternative rock"
"Shoegaze, Alternative Rock","Shoegaze, Alternative"
"Musical, Asian-American, Contemporary","Musical, Asian-American"
"Literary, Fiction","Literary Fiction, Realistic Fiction"
"R&B, 90s Music",90s music
"R&B, 90s Music",90s Music
"Spoken word, Hip hop","Spoken Word, R&B, Hip-Hop, Soul"
"Shoegaze, Alternative","Shoegaze, alternative rock"
"Pop, Indie-Rock","K-pop, Pop"
"Pop, Indie-Rock",Indie / Alternative / Rock
"Pop, Indie-Rock","Alternative Rock, Indie Rock, Pop"
"Pop, Indie-Rock","Pop, K-Pop"
"Pop, Indie-Rock","K-Pop, Pop"
"Pop, Indie-Rock","Alternative rock, indie rock"
"Pop, Indie-Rock","Pop Rock, Indie Pop"
"Pop, Indie-Rock","K-Pop, R&B, Pop"
"Pop, Indie-Rock","Pop, Indie"
"Pop, Indie-Rock","Country Pop, Indie Pop"
"Pop, Indie-Rock","Pop, Indie Pop"
"Pop, Indie-Rock","Rock, Indie Pop"
"Pop, Indie-Rock","Indie Rock, Indie Pop"
"Pop, Indie-Rock","Alternative Rock, Indie Pop, Indie Rock"
"Pop, Indie-Rock",Indie pop/rock
"Pop, Indie-Rock","Pop, Pop Punk"
"Pop, Indie-Rock","Rock, Indie Rock"
"Pop, Indie-Rock","Alternative, rock, indie"
"Pop, Indie-Rock",Indie pop-rock
"Pop, Indie-Rock","Pop, K-pop, R&B"
"Pop, Indie-Rock","Indie, Alternative"
"Pop, Indie-Rock","K-pop, Pop Punk"
"Storytelling, Comedy","storytelling, comedy"
"R&B, Blues-Rock",Blues / Rock
"R&B, Blues-Rock",Blues/Rock
"R&B, Blues-Rock",Blues-Rock
"R&B, Blues-Rock","Blues, Rock, R&B"
"Spoken Word, Music","Spoken word, music"
"Indie, Pop, R&B",Indie Pop
"Indie, Pop, R&B",indie pop
"Broadway, Country","Broadway, Disney"
"Folk, Andalusian","Folk, Maritime"
"Rock, R&B, Blues","Rock, Blues"
"Rock, R&B, Blues","Indie rock, Blues rock"
"Rock, R&B, Blues","Blues-Rock, Blues"
"Rock, R&B, Blues","R&B, Rock, Blues"
Progressive Rock,"Progressive Rock, Alternative"
Progressive Rock,"Progressive, Rock"
"Choral, Baroque, Classical","Baroque, classical"
"Horror, Arts and Crafts",Arts and Crafts
Christian music,"Worship, Christian Music"
"Folk Rock, Indie Folk, Alt Rock","Indie Folk, Alt Rock"
Parties & Nightlife,"Karaoke, Parties & Nightlife"
90s music,90s Music
festivals,"Dance, Festivals"
festivals,Festivals
"Cosmic Country, Rock",Cosmic Country
"Electronic, Dance",Electronic / Dance
Deep House,"Deep House, Electronic"
Theater & Performance,"Theater, Performance Art"
Theater & Performance,"Theater & Performance, Lunar New Year"
"Folk, Rock","Theater, Folk-Rock"
Spoken word,Spoken Word
Spoken word,"Folk, Rock, Spoken-Word"
Spoken word,"Spoken Word, History"
Spoken word,"live music, spoken word, R&B"
Spoken word,"Spoken word, Dance, Music"
Spoken word,"Spoken Word, R&B"
Tabletop Roleplaying Game,Roleplaying Game
Tribute,"Musical, Tribute"
"Punk, Anarcho-punk","Punk, Anarcho-Punk"
Theatrical production,Theatrical Production
"Wellness, Yoga","Wellness, Yoga, Spiritual"
"Wellness, Yoga","Wellness, Yoga, Workshops"
Rock Music,Rock music
"Comedy, Drama",Comedy/Drama
"Hip-hop, R&B, Reggae","Hip-hop, Reggae"
"Music, Poetry, Comedy","Art, Music, Poetry, Comedy"
"Music, Poetry, Comedy","Art, Music, Poetry"
"Open Mic, Music, Poetry","Open Mic, Poetry, Music"
American Roots,American Roots Music
American Roots,"American roots, soul, blues, R&B"
American Roots,American Roots music
American Roots music,American Roots Music
American Roots music,"American roots, soul, blues, R&B"
"Americana, Bluegrass, Country, Soul, Blues, Funk, Jazz, Gospel","Americana, bluegrass, country, soul, blues, funk, jazz, gospel"
"Country-Americana, Rock, Blues, Soul, Gospel","Country, Americana, Rock, Blues, Soul, Gospel"
"Cumbia, Tejano","Cumbia, Tejano, Reggaeton"
"Fashion, Film","Music, Fashion"
"Fashion, Film","Modeling, Fashion"
"Fashion, Film","Fashion, R&B"
"Fashion, Film","Comedy, Fashion"
"Indie, Alternative","K-pop, Pop"
"Indie, Alternative",Indie / Alternative / Rock
"Indie, Alternative","Alternative Rock, Indie Rock, Pop"
"Indie, Alternative","Pop, K-Pop"
"Indie, Alternative","K-Pop, Pop"
"Indie, Alternative","Alternative rock, indie rock"
"Indie, Alternative","Pop Rock, Indie Pop"
"Indie, Alternative","K-Pop, R&B, Pop"
"Indie, Alternative","Pop, Indie"
"Indie, Alternative","Country Pop, Indie Pop"
"Indie, Alternative","Pop, Indie Pop"
"Indie, Alternative","Rock, Indie Pop"
"Indie, Alternative","Indie Rock, Indie Pop"
"Indie, Alternative","Alternative Rock, Indie Pop, Indie Rock"
"Indie, Alternative",Indie pop/rock
"Indie, Alternative","Pop, Pop Punk"
"Indie, Alternative","Rock, Indie Rock"
"Indie, Alternative","Alternative, rock, indie"
"Indie, Alternative",Indie pop-rock
"Indie, Alternative","Pop, K-pop, R&B"
"Indie, Alternative","K-pop, Pop Punk"
"Craft, Art",Craft
"R&B, funk, soul, rock, jazz, blues","Funk, Soul, Rock, Jazz"
"R&B, funk, soul, rock, jazz, blues","Funk, R&B/Soul, Rock"
Post-Hardcore,"Post Hardcore, Post Punk"
"Electronic, Hip-Hop, Latin, Underground","Electronic, Hip-hop, Latin, Underground"
"Electronic, Hip-Hop, Latin, Underground","Electronic, hip-hop, Latin, underground"
"Live/Concert, DJ/Dance","Festival, Live/Concert, DJ/Dance"
"Burlesque, Drag","Burlesque, Drag, Cabaret"
"Burlesque, Drag","Cabaret & Burlesque, Drag"
Dance-pop,Dance Pop
Rock/Pop,"Rock, Pop, R&B"
"Alternative, rock, indie","K-pop, Pop"
"Alternative, rock, indie",Indie / Alternative / Rock
"Alternative, rock, indie","Alternative Rock, Indie Rock, Pop"
"Alternative, rock, indie","Pop, K-Pop"
"Alternative, rock, indie","K-Pop, Pop"
"Alternative, rock, indie","Alternative rock, indie rock"
"Alternative, rock, indie","Pop Rock, Indie Pop"
"Alternative, rock, indie","K-Pop, R&B, Pop"
"Alternative, rock, indie","Pop, Indie"
"Alternative, rock, indie","Country Pop, Indie Pop"
"Alternative, rock, indie","Pop, Indie Pop"
"Alternative, rock, indie","Rock, Indie Pop"
"Alternative, rock, indie","Indie Rock, Indie Pop"
"Alternative, rock, indie","Alternative Rock, Indie Pop, Indie Rock"
"Alternative, rock, indie",Indie pop/rock
"Alternative, rock, indie","Pop, Pop Punk"
"Alternative, rock, indie","Rock, Indie Rock"
"Alternative, rock, indie",Indie pop-rock
"Alternative, rock, indie","Pop, K-pop, R&B"
"Alternative, rock, indie","K-pop, Pop Punk"
Irish music,"Live music, Irish music"
Irish music,"Irish, Music"
"Poetry, Spoken Word, Comedy","poetry, spoken word"
Indie music,Indie Music
"Folk, Traditional","Jazz, Folk, Traditional"
"Experimental, Ambient",Experimental/Ambient
"Funk, Jazz, Soul","Funk, Jazz, Soul, R&B"
"Art, Tattoos","skincare, art, training"
"Art, Tattoos","Art, Paranormal"
"Art, Tattoos","Art, Auction"
"Fine Arts, Wine","Fine Arts, Workshops"
"Fine Arts, Wine","Workshops, Fine Arts"
"Fine Arts, Wine","Ballet, Fine Arts"
"Fine Arts, Wine","Fine Arts, Art"
"Cultural, Performance","Acrobatics, Cultural Performance"
"Hip Hop, Reggaeton","Hip-Hop, Reggaeton"
"Theater, Performing Arts","Ballet, Performing arts"
"Theater, Performing Arts",Performing arts
"Theater, Performing Arts","Film, Performing Arts"
"Theater, Performing Arts","Theater, Shakespeare, Performing Arts"
"Theater, Performing Arts","Performing Arts, Drama"
"Folk, Electronica, Rock","Electronica, Dance"
"Folk, Electronica, Rock",Electronica
"Pop, K-pop, R&B","K-pop, Pop"
"Pop, K-pop, R&B",Indie / Alternative / Rock
"Pop, K-pop, R&B","Alternative Rock, Indie Rock, Pop"
"Pop, K-pop, R&B","Pop, K-Pop"
"Pop, K-pop, R&B","K-Pop, Pop"
"Pop, K-pop, R&B","Alternative rock, indie rock"
"Pop, K-pop, R&B","Pop Rock, Indie Pop"
"Pop, K-pop, R&B","K-Pop, R&B, Pop"
"Pop, K-pop, R&B","Pop, Indie"
"Pop, K-pop, R&B","Country Pop, Indie Pop"
"Pop, K-pop, R&B","Pop, Indie Pop"
"Pop, K-pop, R&B","Rock, Indie Pop"
"Pop, K-pop, R&B","Indie Rock, Indie Pop"
"Pop, K-pop, R&B","Alternative Rock, Indie Pop, Indie Rock"
"Pop, K-pop, R&B",Indie pop/rock
"Pop, K-pop, R&B","Pop, Pop Punk"
"Pop, K-pop, R&B","Rock, Indie Rock"
"Pop, K-pop, R&B",Indie pop-rock
"Pop, K-pop, R&B","K-pop, Pop Punk"
"Pop punk, Indie","Pop-punk, Indie Rock"
Industrial rock,Industrial Rock
"Klezmer, Yiddish music, Dance","Klezmer, Yiddish music, antifolk"
"Klezmer, Yiddish music, Dance","Klezmer, Yiddish Music"
"Pop, R&B",Pop psicodélico
"Pop, R&B",POP
"Pop, R&B",Pop/R&B
"Live Music, Comedy","Live music, comedy, wellness"
Festivals,"Dance, Festivals"
"Country, Rock, Hip-Hop, Pop","Country, Rock, Hip Hop"
"Afrobeats, R&B","R&B, Afrobeats"
"Bluegrass, Folk-Americana",Bluegrass / Folk / Americana
"Community, Fairs & Festivals","Art, Fairs & Festivals"
Music/Comedy,Music Comedy
"Alternative Rock, Pop","Alternative Rock, Pop Rock, Pop Punk"
"Alternative Rock, Pop","Alternative, Rock, Pop"
"Jazz, Indie, Psych, Electroswing","Funk, jazz, indie, psych, electroswing"
"Lecture, Art History","Art History, Archeology"
"Heavy rock, shock rock","Heavy rock, Shock rock"
"Alternative, Hip-Hop",Alternative hip hop
"Alternative, Hip-Hop","Alternative, R&B, Hip Hop"
"Alternative, Hip-Hop","Alternative, Hip-Hop/Rap"
"Alternative, Hip-Hop",Alternative Hip-Hop
"Ballet, Dance",Ballet & Dance
"Food & Drink, Wine","Food & Drink, Tasting, Wine Festivals"
"Latin music, Salsa","Latin music, salsa"
"Country, Rock",Country rock
"Country, Rock",Country-Rock
"Country, Rock",Country Rock
"Country, Rock",Country-rock
"Performing Arts, Dance","Performing arts, dance, music"
"Pop, Soft Rock","Soft rock, pop, R&B"
Ska Punk,"Ska, punk"
Música Urbana,"Música urbana, R&B, Pop, Country"
Música Urbana,"Música urbana, Punk Rock"
"Live music, Community event","Live Music, Community Event"
"Live music, Community event","Festive, Community Event"
"Live music, Community event","Music, Community Event"
"Live music, Community event","Art, Live Music, Community Event"
"Live music, Community event","Art, Community Event"
"Synth-pop, electronic","Synth Pop, Electronic"
Power pop,Power Pop
"Emo, Pop Punk","Emo, Pop-Punk"
"Emo, Pop Punk",Emo / Pop-Punk
"Emo, Pop Punk","emo, pop-punk"
"Fitness, Wellness","Health, Fitness, Wellness"
"Alternative Rock, Pop Punk, Punk Rock","Punk, Punk Rock"
"Alternative Rock, Pop Punk, Punk Rock","Pop-punk, Punk Rock"
"Free improvisation, noise, free jazz","Free improvisation, noise, free jazz, experimental music"
"Rock, Pop, Not provided in source.","Texican rock & roll, Not provided in source."
Indie pop/rock,"K-pop, Pop"
Indie pop/rock,Indie / Alternative / Rock
Indie pop/rock,"Alternative Rock, Indie Rock, Pop"
Indie pop/rock,"Pop, K-Pop"
Indie pop/rock,"K-Pop, Pop"
Indie pop/rock,"Alternative rock, indie rock"
Indie pop/rock,"Pop Rock, Indie Pop"
Indie pop/rock,"K-Pop, R&B, Pop"
Indie pop/rock,"Pop, Indie"
Indie pop/rock,"Country Pop, Indie Pop"
Indie pop/rock,"Pop, Indie Pop"
Indie pop/rock,"Rock, Indie Pop"
Indie pop/rock,"Indie Rock, Indie Pop"
Indie pop/rock,"Alternative Rock, Indie Pop, Indie Rock"
Indie pop/rock,"Pop, Pop Punk"
Indie pop/rock,"Rock, Indie Rock"
Indie pop/rock,Indie pop-rock
Indie pop/rock,"K-pop, Pop Punk"
punk-funk gothic-r&b,"Punk-funk, gothic R&B"
"Bluegrass, Honky-Tonk","Bluegrass, Honky-tonk"
"Bluegrass, Honky-Tonk",Honky Tonk
"Bluegrass, Honky-Tonk","Line Dance, Honky Tonk"
"Cultural Performance, Traditional Arts","Cultural performance, Traditional"
"Outlaw country, Western, indie-folk, Americana","Outlaw Country, Western, Indie-Folk"
"Indie Rock, Alt-Rock","Rock, Alt-rock"
"Indie Rock, Alt-Rock","Indie-rock, Alt-rock"
"Indie Rock, Alt-Rock","Punk, Indie-rock, Alt-rock"
Dancehall,"R&B, Dancehall"
"Folk, Indie, Alt-Pop","Indie, Alt-Pop, Indie Pop, Alternative"
"Folk, Indie, Alt-Pop","Folk, Indie, Alt-Pop, Indie-Pop"
"Folk, Indie, Alt-Pop","Folk, Indie, Alt-pop"
"Dance, Music, Performing Arts","Music, Performing Arts, Irish"
"Dance, Music, Performing Arts","Live music, Performing arts"
Arts & Theater,"Performing Arts, Theater"
"R&B, Jazz, Funk",Jazz Funk
"R&B, Jazz, Funk","Jazz, Funk, R&B"
"R&B, Jazz, Funk","Jazz, Funk"
"Community, Art","Music, Community, Art"
Singer/Songwriter,Singer-songwriter
"Irish, Dance",Irish dance
"R&B, Hip Hop, Reggae, House, Juke, Afrobeats","R&B, hip-hop, reggae, house"
"Pop, LGBTQ+","Pop, LGBTQ+ anthems"
"Pop, Soul",Pop-Soul
"Pop, Soul","Pop, Soul, R&B"
"Folk-pop, Musical Theatre","Pop, Musical Theatre"
"Hip-Hop, Pop","Hip-Hop, R&B, Pop"
"Hip-Hop, Pop","Hip Hop, K-Pop"
"Hip-Hop, Pop","Hip-hop, Pop"
"Hip-Hop, Pop","Christian, Hip Hop, Pop"
Post-emo,"Emo, Post-emo"
"Hip-hop, rap, soul, Latin","Rock, Hip-Hop/Rap, R&B/Soul/Funk"
"Hip-hop, rap, soul, Latin","Hip-Hop/Rap, R&B/Soul/Funk"
Middle Eastern music,"Folk, Middle Eastern, Persian"
"Rock, Country","Rock, Country-Rock"
"Rock, Country","Rock, Country Rock"
"Jazz, Funk, Soul, R&B","Jazz, R&B, Funk, Soul"
"Hip hop, funk, dance","hip hop, funk, dance"
"Rhythm & Blues, Urban",Rhythm & Blues
"Folk, Bluegrass, Jazz","Country, Folk, Bluegrass, Jazz"
"Rock, Indie Rock","K-pop, Pop"
"Rock, Indie Rock",Indie / Alternative / Rock
"Rock, Indie Rock","Alternative Rock, Indie Rock, Pop"
"Rock, Indie Rock","Pop, K-Pop"
"Rock, Indie Rock","K-Pop, Pop"
"Rock, Indie Rock","Alternative rock, indie rock"
"Rock, Indie Rock","Pop Rock, Indie Pop"
"Rock, Indie Rock","K-Pop, R&B, Pop"
"Rock, Indie Rock","Pop, Indie"
"Rock, Indie Rock","Country Pop, Indie Pop"
"Rock, Indie Rock","Pop, Indie Pop"
"Rock, Indie Rock","Rock, Indie Pop"
"Rock, Indie Rock","Indie Rock, Indie Pop"
"Rock, Indie Rock","Alternative Rock, Indie Pop, Indie Rock"
"Rock, Indie Rock","Pop, Pop Punk"
"Rock, Indie Rock",Indie pop-rock
"Rock, Indie Rock","K-pop, Pop Punk"
"Fine Arts, Workshops","Workshops, Fine Arts"
"Fine Arts, Workshops","Ballet, Fine Arts"
"Fine Arts, Workshops","Fine Arts, Art"
"House, Minimalist, Techno",Minimalist / Techno
"House, Disco, Funk","House, Disco, R&B, Funk, Soul"
"Reggaeton, Dembow","Reggaeton, Dembow, HipHop"
'80s New Wave,"Rock, 80s New Wave"
'80s New Wave,80s New Wave
"Funk, Soul, Not provided in source.","R&B/Soul, Not provided in source."
"Funk, Soul, Not provided in source.","Hip-hop, Blues, Funk, Soul, Not provided in source."
Food & Wine Pairing,"Celebration, Wine, Food & Wine Pairing"
"Alternative rock, funk, R&B","Rock, Funk"
"Spoken Word, Poetry, Not provided in source.","Storytelling, Poetry, Not provided in source."
World,"World, Electronic"
"Film, Rock","Film, Erotic"
"Theater, Mystery, Thriller",Mystery/Thriller
"Rock, Indie, Alt","Rock, Indie & Alt"
"Rock, Indie, Alt","Rock, Indie & Alt, Country"
"Electronic, Drum & Bass",Drum & bass
"Electronic, Drum & Bass","Drum & Bass, Jungle"
"Electronic, Drum & Bass",Drum N Bass
Pop Rock,Pop/Rock
Pop Rock,Pop-Rock
"Music, Food & Beverage, Performing Arts, Electronic","Food & Beverage, Performing Arts, Music"
"Blues, Rock, R&B",Blues / Rock
"Blues, Rock, R&B",Blues/Rock
"Blues, Rock, R&B",Blues-Rock
"Alternative Folk, Americana","Alternative Folk, Americana, Folk"
Alternative hip hop,"Alternative, R&B, Hip Hop"
Alternative hip hop,"Alternative, Hip-Hop/Rap"
Alternative hip hop,Alternative Hip-Hop
"jazz, orchestra","Orchestra, Music"
Dancing,"Blues, Dancing"
"Hip-hop, Pop","Hip-Hop, R&B, Pop"
"Hip-hop, Pop","Hip Hop, K-Pop"
"Hip-hop, Pop","Christian, Hip Hop, Pop"
"Folk, Indie, Singer-Songwriter","Indie Rock, R&B, Indie, Singer/Songwriter"
Electro Pop,"Electro-pop, R&B"
Go Go,Go-go
Go Go,Go-Go
Go Go,"Spoken Word, Go-Go"
Experimental Rock,"Experimental, Rock"
"Dance, Country Music","Dance, Country"
"Folk, Indie, Alt-pop","Indie, Alt-Pop, Indie Pop, Alternative"
"Folk, Indie, Alt-pop","Folk, Indie, Alt-Pop, Indie-Pop"
"Indie, Rock, Alternative","Pop, Rock, Alternative"
"Indie, Rock, Alternative","Indie rock, alternative rock, folk"
"Indie, Rock, Alternative","indie rock, alternative, electronic"
"Indie, Rock, Alternative","Indie Rock, Alternative Rock"
"Indie, Rock, Alternative","Folk, Indie Rock, Alternative Rock"
"Indie, Rock, Alternative","Rock, Alternative"
"Indie, Rock, Alternative","Rock, Alternative Rock"
"Indie, Rock, Alternative",Rock/Alternative
"Indie, Rock, Alternative","Folk Rock, Alternative"
"Indie, Rock, Alternative","Pop-rock, Alternative"
"Indie, Rock, Alternative","Folk Rock, Alternative Rock"
"live music, art","Live Music, Art"
"jazz, swing","Jazz, Swing"
Traditional Irish,Traditional Irish Music
Country rock,Country-rock
Country rock,Country-Rock
Country rock,Country Rock
Theatrical Performance,"Theatrical performance, Jazz"
Theatrical Performance,Theatrical performance art
"Celtic Music, Dance",Celtic music
"Celtic Music, Dance",Celtic Music
"music, performances, festivals","Authors, Music & Performances"
"Alternative, Rock, Pop","Alternative Rock, Pop Rock, Pop Punk"
"Circus, Afro-Jazz","Circus, Afro-jazz"
Emo rock,"Emo, Rock"
Emo rock,"R&B, Emo Rock"
"Live Music, Q&As","Reggae, live music"
"Live Music, Q&As","Film, Live Music"
"Live Music, Q&As","Live Music, Vinahouse"
"Live Music, Q&As","Polka, Live Music"
"Live Music, Q&As","jazz, live music"
"Live Music, Q&As",live music
"Ballet, Performing arts",Performing arts
"Ballet, Performing arts","Film, Performing Arts"
"Ballet, Performing arts","Theater, Shakespeare, Performing Arts"
"Ballet, Performing arts","Performing Arts, Drama"
"Soul, Gospel","Soul, Gospel, Americana"
"Soul, Gospel","Soul, R&B, Gospel, Pop"
"Soul, Gospel","Jazz, Soul, Gospel"
"Americana, country, folk, rock","Americana, Country, Folk, Rock"
"Americana, country, folk, rock","Americana, Country, Folk"
"Dance, Pop, Hip-hop, New Wave, R&B","Dance, Pop, Hip-Hop, New Wave, R&B"
"Soul, Blues, Folk, Hip-Hop, R&B","soul, blues, folk, hip-hop, R&B"
"Folk Rock, Alternative Rock","Pop, Rock, Alternative"
"Folk Rock, Alternative Rock","Indie rock, alternative rock, folk"
"Folk Rock, Alternative Rock","indie rock, alternative, electronic"
"Folk Rock, Alternative Rock","Indie Rock, Alternative Rock"
"Folk Rock, Alternative Rock","Folk, Indie Rock, Alternative Rock"
"Folk Rock, Alternative Rock","Rock, Alternative"
"Folk Rock, Alternative Rock","Rock, Alternative Rock"
"Folk Rock, Alternative Rock",Rock/Alternative
"Folk Rock, Alternative Rock","Folk Rock, Alternative"
"Folk Rock, Alternative Rock","Pop-rock, Alternative"
"Comedy, Musical","Comedy, Musical Comedy"
Jazz Pop,"Jazz, Pop, Rock"
"Comedy, Rock","Country, Comedy Rock"
Films,Classic Films
"Classic rock, folk, funk, soul, jazz","Classic Rock, Folk, Funk, Soul, Jazz"
"Funk, Jazz, Soul, Hip-Hop","Soul, Hip Hop, Electronic"
"Funk, Jazz, Soul, Hip-Hop","Soul, Hip-Hop, R&B"
"Funk, Jazz, Soul, Hip-Hop","Soul, Hip-Hop, R&B, Jazz"
"Funk, Jazz, Soul, Hip-Hop","Jazz, Soul, R&B, Hip Hop, Rock"
"Funk, Jazz, Soul, Hip-Hop","R&B, jazz, soul, hip-hop"
"Funk, Jazz, Soul, Hip-Hop","Jazz, Soul, Hip-hop, R&B"
"Fashion, R&B","Music, Fashion"
"Fashion, R&B","Comedy, Fashion"
"Fashion, R&B","Modeling, Fashion"
"HipHop, Trap, RnB, Reggaeton, Dancehall","HipHop, Trap, RnB, Reggaeton, Dancehall, NOLA Bounce"
"Emo, Pop-Punk",Emo / Pop-Punk
"Emo, Pop-Punk","emo, pop-punk"
"Art, Club / DJ","Club / DJ, Electronic"
"R&B, Funk, Soul","Funk, Soul, R&B"
"Rap, Alt-pop","Alt-pop, Pop"
"Rap, Alt-pop","Alternative, Alt-Pop"
"Rap, Alt-pop","Alt-pop, Rock, Electronic"
"Rap, Alt-pop","Electronic, Alt-pop"
"Pop, Singer-Songwriter","Country, Pop, Singer-Songwriter"
"Pop, Singer-Songwriter","Indie Pop, Singer-Songwriter"
"Classical, Ballet",Classical Ballet
"Folk Rock, Alternative","Pop, Rock, Alternative"
"Folk Rock, Alternative","Indie rock, alternative rock, folk"
"Folk Rock, Alternative","Indie Rock, Alternative Rock"
"Folk Rock, Alternative","Folk, Indie Rock, Alternative Rock"
"Folk Rock, Alternative","Rock, Alternative"
"Folk Rock, Alternative","Rock, Alternative Rock"
"Folk Rock, Alternative",Rock/Alternative
"Folk Rock, Alternative","indie rock, alternative, electronic"
"Folk Rock, Alternative","Pop-rock, Alternative"
"Jazz, R&B","R&B, Jazz"
"Country, Southern Hip-Hop","Country, Southern hip-hop"
"Hip-Hop, Classical",Hip-Hop & R&B
"Hip-Hop, Classical",hip hop
"Hip-Hop, Classical","hip hop, R&B"
"Hip-Hop, Classical",Female hip-hop
"hip-hop, blues, funk, soul","Hip-Hop, Blues, Funk, Soul"
"hip-hop, blues, funk, soul","Hip-hop, blues, funk, soul"
Alternative Folk-rock,Alternative Folk-Rock
Alternative Folk-rock,"Alternative, Folk Rock"
"Hip-hop, Blues, Funk, Soul, Not provided in source.","R&B/Soul, Not provided in source."
Music Theater,Music-theater
"Punk, Punk Rock","Pop-punk, Punk Rock"
"Metal, Death Metal, Black Metal, Heavy Metal",Death metal
"Metal, Death Metal, Black Metal, Heavy Metal",Metal / Death Metal
"Metal, Death Metal, Black Metal, Heavy Metal","Death Metal, Black Metal, Heavy Metal"
"Metal, Death Metal, Black Metal, Heavy Metal","Death Metal, Black Metal"
"Metal, Death Metal, Black Metal, Heavy Metal","Death Metal, Black Metal, Heavy Metal, Alternative"
Folk music,"Folksinger, Folk music"
"Indie music, bedroom pop, indie folk","Indie-folk, Bedroom pop"
Indie pop-rock,"K-pop, Pop"
Indie pop-rock,Indie / Alternative / Rock
Indie pop-rock,"Alternative Rock, Indie Rock, Pop"
Indie pop-rock,"Pop, K-Pop"
Indie pop-rock,"K-Pop, Pop"
Indie pop-rock,"Alternative rock, indie rock"
Indie pop-rock,"Pop Rock, Indie Pop"
Indie pop-rock,"K-Pop, R&B, Pop"
Indie pop-rock,"Pop, Indie"
Indie pop-rock,"Country Pop, Indie Pop"
Indie pop-rock,"Pop, Indie Pop"
Indie pop-rock,"Rock, Indie Pop"
Indie pop-rock,"Indie Rock, Indie Pop"
Indie pop-rock,"Alternative Rock, Indie Pop, Indie Rock"
Indie pop-rock,"Pop, Pop Punk"
Indie pop-rock,"K-pop, Pop Punk"
"Indie rock, Americana, blues","R&B, rock, Americana, blues"
Theatrical performance art,"Theatrical performance, Jazz"
Pop Punk,Pop/Punk
Pop Punk,"Neon pop punk, Anthem emo"
"Blues, Folk-Rock","Blues, Folk"
"Open Format (Hip-Hop, Top 40, Party Hits)","Hip-Hop, Top 40, Party Hits"
Role-playing games,Games
"Live Music, Vinahouse","Reggae, live music"
"Live Music, Vinahouse","Film, Live Music"
"Live Music, Vinahouse","Polka, Live Music"
"Live Music, Vinahouse","jazz, live music"
"Live Music, Vinahouse",live music
"Drum & Bass, Jungle",Drum & bass
"Drum & Bass, Jungle",Drum N Bass
hip hop music,Hip-Hop Music
"R&B, Reggae, Dancehall, Soca, Classic House, Hip Hop","R&B, Reggae, Dancehall, Soca, Classic House"
"Workshops, Fine Arts","Ballet, Fine Arts"
"Workshops, Fine Arts","Fine Arts, Art"
Rock 'n' roll,Rock N Roll
"Theater & Performance, Lunar New Year","Theater, Performance Art"
Music Festivals,"Music, Festivals"
Music Festivals,Music festivals
Folk-blues,Folk-Blues
"Jazz, Hip Hop","Jazz, R&B, Hip-Hop, Pop"
"Jazz, Hip Hop","Jazz, R&B, Hip-Hop"
"Drama, Comedy","Drama, Comedy, Documentary"
"Drag show, Performance",Drag show
"Drag show, Performance",Drag Show
"Deep Dubstep, Bass Music","Dubstep, Bass Music"
"Deep Dubstep, Bass Music","Dubstep, Bass"
"Pop, Indie Pop","K-pop, Pop"
"Pop, Indie Pop",Indie / Alternative / Rock
"Pop, Indie Pop","Alternative Rock, Indie Rock, Pop"
"Pop, Indie Pop","Pop, K-Pop"
"Pop, Indie Pop","K-Pop, Pop"
